question-id,item,grammartical_item,construct,encoding
q2191,hurt people,i hurt people,responsibility,-1.0
q2192,i am known for saying offensive things,i i am known for saying offensive things,rudeness,1.0
q2193,i feel as if my body or a part of it has disappeared,i i feel as if my body or a part of it has disappeared,unusual experiences,1.0
q2194,i have intentionally done myself physical harm,i i have intentionally done myself physical harm,self-harm,1.0
q2195,i have no will to live,i i have no will to live,self-harm,1.0
q2196,ignore others expectations,i ignore others expectations,not assigned,
q2197,ignore signs of danger,i ignore signs of danger,not assigned,
q2198,immediately feel sad when hearing of an unhappy event,i immediately feel sad when hearing of an unhappy event,sentimentality,1.0
q2199,impose my will on others,i impose my will on others,dominance,1.0
q2200,impress my friends and family with my ability to plan for the future,i impress my friends and family with my ability to plan for the future,not assigned,
q2201,in tasks that i am not prepared for attach great importance to the possibility of failure,i in tasks that i am not prepared for attach great importance to the possibility of failure,not assigned,
q2202,indulge in my fantasies,i indulge in my fantasies,imagination,1.0
q2203,inquire about others well-being,i inquire about others well-being,warmth,1.0
q2204,insist on getting my way,i insist on getting my way,not assigned,
q2205,insist that others do things my way,i insist that others do things my way,dominance,1.0
q2206,instruct parents on child care,i instruct parents on child care,altruism,1.0
q2207,insult people,i insult people,positive expressivity,-1.0
q2208,interested in many things,i interested in many things,adventurousness,1.0
q2209,interfere in other peoples business,i interfere in other peoples business,negative-valence,1.0
q2210,interrupt others,i interrupt others,not assigned,
q2211,invent problems for myself,i invent problems for myself,not assigned,
q2212,invent things that can go wrong,i invent things that can go wrong,not assigned,
q2213,investigate all possibilities,i investigate all possibilities,recklessness,-1.0
q2214,involve others in what i am doing,i involve others in what i am doing,gregariousness,1.0
q2215,ironed linens or clothes,i ironed linens or clothes,interest in home-making,1.0
q2216,joke around a lot,i joke around a lot,humor/playfulness,1.0
q2217,judge myself more harshly than others do,i judge myself more harshly than others do,calmness,-1.0
q2218,judge people by their appearance,i judge people by their appearance,emotionality,1.0
q2219,jump into things,i jump into things,not assigned,
q2220,jump into things without thinking,i jump into things without thinking,deliberateness,-1.0
q2221,just know that i will be a success,i just know that i will be a success,"locus of control,chance",-1.0
q2222,just let things happen,i just let things happen,not assigned,
q2223,keep a cool head,i keep a cool head,calmness,1.0
q2224,keep a diary or journal,i keep a diary or journal,language mastery,1.0
q2225,keep a lot of anger bottled up inside of me,i keep a lot of anger bottled up inside of me,not assigned,
q2226,keep a sharp eye on others work,i keep a sharp eye on others work,perfectionism,1.0
q2227,keep detailed records,i keep detailed records,organization,1.0
q2228,keep improving myself,i keep improving myself,attractiveness,1.0
q2229,keep in the background,i keep in the background,social boldness,-1.0
q2230,keep in touch with old friends,i keep in touch with old friends,not assigned,
q2231,keep my appointments,i keep my appointments,irresponsibility,-1.0
q2232,keep my checkbook balanced,i keep my checkbook balanced,conscientiousness,1.0
q2233,keep my cool,i keep my cool,stability,1.0
q2234,keep my distance from strangers,i keep my distance from strangers,not assigned,
q2235,keep my emotions under control,i keep my emotions under control,impulse-control,1.0
q2236,keep my faith even during hard times,i keep my faith even during hard times,spirituality/religiousness,1.0
q2237,keep my feelings to myself regardless of how scared i am,i keep my feelings to myself regardless of how scared i am,negative expressivity,-1.0
q2238,keep my feelings to myself regardless of how unhappy i am,i keep my feelings to myself regardless of how unhappy i am,negative expressivity,-1.0
q2239,keep my hair fashionable,i keep my hair fashionable,reclusiveness,-1.0
q2240,keep my happy feelings to myself,i keep my happy feelings to myself,positive expressivity,-1.0
q2241,keep my promises,i keep my promises,temperance,1.0
q2242,keep my sense of humor even in gloomy situations,i keep my sense of humor even in gloomy situations,humor/playfulness,1.0
q2243,keep my thoughts to myself,i keep my thoughts to myself,reserve,1.0
q2244,keep myself uninvolved,i keep myself uninvolved,not assigned,
q2245,keep myself well-groomed,i keep myself well-groomed,reclusiveness,-1.0
q2246,keep old traditions,i keep old traditions,not assigned,
q2247,keep on the topic,i keep on the topic,not assigned,
q2248,keep others at a distance,i keep others at a distance,vitality/enthusiasm/zest,-1.0
q2249,keep people waiting,i keep people waiting,not assigned,
